MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
BKN vs. DAL,3/4/2019,W,48,127,48,85,56.5,17,41,41.5,14,19,73.7,3,45,48,29,13,8,1,23,39
DAL @ BKN,3/4/2019,L,48,88,31,87,35.6,12,45,26.7,14,22,63.6,5,31,36,20,14,4,3,19,-39
OKC @ MIN,3/5/2019,L,48,120,42,94,44.7,18,46,39.1,18,31,58.1,15,30,45,20,12,4,8,26,-11
POR @ MEM,3/5/2019,L,48,111,42,79,53.2,9,29,31,18,21,85.7,5,31,36,25,20,7,4,29,-9
MEM vs. POR,3/5/2019,W,48,120,40,75,53.3,13,27,48.1,27,36,75,4,30,34,22,17,11,5,21,9
ORL @ PHI,3/5/2019,L,48,106,42,93,45.2,13,32,40.6,9,12,75,10,34,44,21,12,4,2,16,-8
GSW vs. BOS,3/5/2019,L,48,95,34,85,40,8,35,22.9,19,23,82.6,9,36,45,26,22,5,2,24,-33
PHI vs. ORL,3/5/2019,W,48,114,42,89,47.2,11,28,39.3,19,21,90.5,10,40,50,28,11,10,4,13,8
CHI @ IND,3/5/2019,L,48,96,36,93,38.7,4,25,16,20,24,83.3,15,34,49,16,10,7,7,20,-9
TOR vs. HOU,3/5/2019,L,48,95,37,89,41.6,9,32,28.1,12,16,75,16,31,47,16,13,1,5,15,-12
MIN vs. OKC,3/5/2019,W,48,131,47,89,52.8,11,22,50,26,35,74.3,10,42,52,28,10,6,2,24,11
HOU @ TOR,3/5/2019,W,48,107,38,85,44.7,15,34,44.1,16,18,88.9,9,34,43,22,10,11,6,23,12
IND vs. CHI,3/5/2019,W,48,105,38,84,45.2,11,25,44,18,24,75,11,39,50,19,12,6,9,22,9
BOS @ GSW,3/5/2019,W,48,128,49,96,51,14,34,41.2,16,17,94.1,9,37,46,38,11,12,5,24,33
WAS vs. DAL,3/6/2019,W,48,132,50,93,53.8,12,33,36.4,20,25,80,15,34,49,30,13,3,2,26,9
ATL vs. SAS,3/6/2019,L,48,104,36,92,39.1,13,43,30.2,19,24,79.2,11,36,47,21,14,8,2,18,-7
BKN vs. CLE,3/6/2019,W,48,113,43,91,47.3,12,33,36.4,15,26,57.7,11,39,50,21,14,5,7,22,6
PHI @ CHI,3/6/2019,L,48,107,40,87,46,8,24,33.3,19,24,79.2,13,33,46,22,15,10,5,20,-1
LAL vs. DEN,3/6/2019,L,48,99,40,84,47.6,7,31,22.6,12,23,52.2,5,36,41,26,12,5,4,22,-16
DET vs. MIN,3/6/2019,W,48,131,50,93,53.8,14,33,42.4,17,22,77.3,11,31,42,29,5,5,3,19,17
PHX vs. NYK,3/6/2019,W,48,107,39,81,48.1,12,29,41.4,17,22,77.3,4,27,31,21,13,11,9,25,11
NOP vs. UTA,3/6/2019,L,48,104,41,89,46.1,9,24,37.5,13,20,65,7,34,41,17,18,6,4,23,-10
CHA vs. MIA,3/6/2019,L,48,84,30,82,36.6,14,36,38.9,10,15,66.7,10,30,40,22,21,7,4,19,-7
MIA @ CHA,3/6/2019,W,48,91,38,90,42.2,9,26,34.6,6,11,54.5,17,34,51,19,18,10,7,16,7
MIN @ DET,3/6/2019,L,48,114,41,84,48.8,12,27,44.4,20,21,95.2,6,31,37,25,13,3,5,22,-17
DEN @ LAL,3/6/2019,W,48,115,45,98,45.9,13,42,31,12,17,70.6,18,37,55,33,8,6,3,17,16
DAL @ WAS,3/6/2019,L,48,123,45,93,48.4,15,41,36.6,18,28,64.3,14,25,39,27,7,7,2,19,-9
NYK @ PHX,3/6/2019,L,48,96,35,77,45.5,6,15,40,20,25,80,8,38,46,17,22,6,7,23,-11
SAC vs. BOS,3/6/2019,L,48,109,40,80,50,13,29,44.8,16,22,72.7,6,34,40,23,18,8,4,21,-2
BOS @ SAC,3/6/2019,W,48,111,40,79,50.6,13,33,39.4,18,21,85.7,3,32,35,26,18,11,1,22,2
SAS @ ATL,3/6/2019,W,48,111,44,89,49.4,10,33,30.3,13,18,72.2,6,43,49,27,16,4,9,23,7
CHI vs. PHI,3/6/2019,W,48,108,41,93,44.1,6,23,26.1,20,27,74.1,16,31,47,21,13,7,3,17,1
UTA @ NOP,3/6/2019,W,48,114,46,88,52.3,8,30,26.7,14,22,63.6,9,36,45,31,20,9,8,20,10
CLE @ BKN,3/6/2019,L,48,107,35,87,40.2,16,38,42.1,21,29,72.4,11,36,47,23,18,7,3,22,-6
OKC @ POR,3/7/2019,W,53,129,48,105,45.7,8,27,29.6,25,32,78.1,16,42,58,14,16,7,5,31,8
MIL vs. IND,3/7/2019,W,48,117,43,86,50,14,35,40,17,21,81,8,44,52,21,13,7,10,19,19
POR vs. OKC,3/7/2019,L,53,121,37,94,39.4,9,41,22,38,47,80.9,14,37,51,14,14,7,8,27,-8
IND @ MIL,3/7/2019,L,48,98,35,90,38.9,14,37,37.8,14,20,70,6,34,40,26,11,10,7,16,-19
CHA vs. WAS,3/8/2019,W,48,112,40,96,41.7,14,41,34.1,18,20,90,18,34,52,24,14,7,8,18,1
MIA vs. CLE,3/8/2019,W,48,126,45,79,57,12,25,48,24,33,72.7,14,31,45,31,12,5,5,15,16
UTA @ MEM,3/8/2019,L,48,104,35,82,42.7,18,48,37.5,16,24,66.7,10,31,41,21,13,8,10,20,-10
CHI vs. DET,3/8/2019,L,48,104,42,82,51.2,5,17,29.4,15,23,65.2,8,27,35,20,16,9,4,18,-8
PHI @ HOU,3/8/2019,L,48,91,35,95,36.8,3,26,11.5,18,23,78.3,22,37,59,20,18,9,4,17,-16
TOR @ NOP,3/8/2019,W,48,127,53,99,53.5,13,37,35.1,8,9,88.9,7,44,51,31,16,10,12,14,23
DEN @ GSW,3/8/2019,L,48,105,33,87,37.9,12,33,36.4,27,35,77.1,14,32,46,21,19,9,3,22,-17
LAC vs. OKC,3/8/2019,W,48,118,39,86,45.3,9,25,36,31,46,67.4,10,43,53,20,10,7,4,26,8
WAS @ CHA,3/8/2019,L,48,111,40,86,46.5,9,27,33.3,22,26,84.6,13,33,46,28,14,8,5,19,-1
ORL vs. DAL,3/8/2019,W,48,111,42,87,48.3,14,29,48.3,13,18,72.2,11,37,48,26,16,9,5,18,5
OKC @ LAC,3/8/2019,L,48,110,41,102,40.2,11,44,25,17,26,65.4,14,38,52,20,11,3,7,34,-8
DAL @ ORL,3/8/2019,L,48,106,42,89,47.2,10,34,29.4,12,16,75,10,32,42,22,14,6,3,15,-5
NOP vs. TOR,3/8/2019,L,48,104,43,105,41,10,39,25.6,8,13,61.5,14,37,51,28,17,11,0,12,-23
CLE @ MIA,3/8/2019,L,48,110,39,81,48.1,19,43,44.2,13,16,81.3,6,22,28,28,15,6,1,25,-16
GSW vs. DEN,3/8/2019,W,48,122,45,84,53.6,18,35,51.4,14,21,66.7,7,36,43,32,17,11,10,28,17
HOU vs. PHI,3/8/2019,W,48,107,42,85,49.4,13,41,31.7,10,15,66.7,7,36,43,22,17,13,0,18,16
MEM vs. UTA,3/8/2019,W,48,114,46,90,51.1,9,22,40.9,13,15,86.7,8,35,43,31,11,5,5,18,10
DET @ CHI,3/8/2019,W,48,112,45,83,54.2,9,27,33.3,13,21,61.9,7,34,41,23,17,5,9,19,8
LAL vs. BOS,3/9/2019,L,48,107,44,91,48.4,5,27,18.5,14,18,77.8,8,35,43,28,12,4,4,16,-13
ATL vs. BKN,3/9/2019,L,48,112,39,105,37.1,8,41,19.5,26,32,81.3,18,39,57,22,10,7,2,37,-2
BKN @ ATL,3/9/2019,W,48,114,33,86,38.4,15,44,34.1,33,54,61.1,15,39,54,21,14,7,3,23,2
CHA @ MIL,3/9/2019,L,48,114,44,93,47.3,15,39,38.5,11,14,78.6,6,29,35,25,13,4,2,24,-17
MIN vs. WAS,3/9/2019,W,53,135,51,114,44.7,12,36,33.3,21,24,87.5,18,37,55,25,10,9,3,17,5
POR vs. PHX,3/9/2019,W,48,127,43,86,50,13,29,44.8,28,36,77.8,12,40,52,19,17,5,7,27,7
MIL vs. CHA,3/9/2019,W,48,131,44,90,48.9,17,44,38.6,26,30,86.7,14,41,55,27,13,9,2,17,17
BOS @ LAL,3/9/2019,W,48,120,48,93,51.6,14,38,36.8,10,14,71.4,6,37,43,32,13,6,5,17,13
NYK vs. SAC,3/9/2019,L,48,94,35,94,37.2,10,35,28.6,14,21,66.7,13,45,58,16,10,3,5,20,-8
SAC @ NYK,3/9/2019,W,48,102,36,95,37.9,12,36,33.3,18,22,81.8,11,42,53,16,7,5,3,14,8
PHX @ POR,3/9/2019,L,48,120,43,103,41.7,9,27,33.3,25,29,86.2,13,30,43,27,8,7,5,23,-7
WAS @ MIN,3/9/2019,L,53,130,48,100,48,16,44,36.4,18,24,75,10,40,50,31,19,8,5,23,-5
TOR @ MIA,3/10/2019,W,48,125,42,74,56.8,21,40,52.5,20,26,76.9,6,38,44,32,21,8,8,23,21
DAL vs. HOU,3/10/2019,L,48,93,31,75,41.3,9,32,28.1,22,27,81.5,10,41,51,24,17,6,9,20,-1
PHI vs. IND,3/10/2019,W,48,106,38,87,43.7,7,23,30.4,23,30,76.7,13,39,52,24,13,10,3,26,17
NYK @ MIN,3/10/2019,L,48,92,37,86,43,10,25,40,8,14,57.1,10,33,43,20,19,5,8,14,-11
IND @ PHI,3/10/2019,L,48,89,31,83,37.3,5,16,31.3,22,37,59.5,12,32,44,18,14,8,4,27,-17
ATL vs. NOP,3/10/2019,W,48,128,48,98,49,17,37,45.9,15,18,83.3,10,46,56,30,10,4,5,12,12
PHX @ GSW,3/10/2019,W,48,115,42,86,48.8,10,25,40,21,27,77.8,9,39,48,26,17,10,4,18,4
GSW vs. PHX,3/10/2019,L,48,111,42,95,44.2,10,43,23.3,17,22,77.3,15,34,49,34,17,10,6,24,-4
NOP @ ATL,3/10/2019,L,48,116,45,101,44.6,18,41,43.9,8,8,100,5,37,42,29,8,6,9,17,-12
DET vs. CHI,3/10/2019,W,48,131,49,91,53.8,19,35,54.3,14,22,63.6,10,34,44,34,8,5,1,24,23
MEM vs. ORL,3/10/2019,W,48,105,34,82,41.5,9,31,29,28,31,90.3,6,39,45,23,12,6,6,22,8
CHI @ DET,3/10/2019,L,48,108,41,82,50,9,18,50,17,26,65.4,6,31,37,18,10,4,5,18,-23
MIN vs. NYK,3/10/2019,W,48,103,42,94,44.7,9,30,30,10,13,76.9,9,31,40,22,11,13,10,16,11
MIA vs. TOR,3/10/2019,L,48,104,42,92,45.7,8,27,29.6,12,21,57.1,9,27,36,27,14,13,0,22,-21
SAS vs. MIL,3/10/2019,W,48,121,49,100,49,12,29,41.4,11,15,73.3,8,38,46,24,5,6,3,18,7
HOU @ DAL,3/10/2019,W,48,94,32,88,36.4,16,52,30.8,14,22,63.6,13,28,41,18,13,6,4,20,1
MIL @ SAS,3/10/2019,L,48,114,41,87,47.1,14,36,38.9,18,25,72,6,39,45,22,10,3,2,17,-7
ORL @ MEM,3/10/2019,L,48,97,31,87,35.6,12,38,31.6,23,27,85.2,15,38,53,23,14,6,4,23,-8
TOR @ CLE,3/11/2019,L,48,101,40,84,47.6,11,39,28.2,10,17,58.8,6,37,43,20,20,8,3,24,-25
WAS vs. SAC,3/11/2019,W,48,121,40,86,46.5,14,37,37.8,27,33,81.8,7,40,47,29,17,12,1,25,6
HOU vs. CHA,3/11/2019,W,48,118,38,91,41.8,17,43,39.5,25,27,92.6,12,43,55,25,14,7,4,17,12
CHA @ HOU,3/11/2019,L,48,106,38,89,42.7,16,41,39,14,15,93.3,7,32,39,23,12,4,4,20,-12
DET @ BKN,3/11/2019,L,48,75,27,97,27.8,8,34,23.5,13,16,81.3,17,32,49,16,13,7,3,22,-28
UTA vs. OKC,3/11/2019,L,48,89,32,88,36.4,13,43,30.2,12,17,70.6,11,37,48,22,14,12,6,25,-9
BOS @ LAC,3/11/2019,L,48,115,44,91,48.4,14,36,38.9,13,19,68.4,7,22,29,26,13,11,4,24,-25
BKN vs. DET,3/11/2019,W,48,103,39,79,49.4,11,31,35.5,14,22,63.6,5,48,53,21,17,9,4,18,28
LAC vs. BOS,3/11/2019,W,48,140,53,86,61.6,13,28,46.4,21,25,84,10,37,47,29,20,4,1,26,25
OKC @ UTA,3/11/2019,W,48,98,36,79,45.6,7,22,31.8,19,27,70.4,6,42,48,18,16,8,5,21,9
CLE vs. TOR,3/11/2019,W,48,126,44,94,46.8,18,41,43.9,20,21,95.2,11,40,51,27,15,8,1,19,25
SAC @ WAS,3/11/2019,L,48,115,41,91,45.1,9,27,33.3,24,32,75,9,38,47,28,16,8,3,25,-6
PHI vs. CLE,3/12/2019,W,48,106,42,85,49.4,8,23,34.8,14,17,82.4,12,48,60,25,22,4,7,18,7
SAS @ DAL,3/12/2019,W,48,112,43,82,52.4,8,22,36.4,18,18,100,7,31,38,26,12,11,3,25,7
CLE @ PHI,3/12/2019,L,48,99,40,101,39.6,13,38,34.2,6,8,75,9,28,37,14,8,8,2,17,-7
NYK @ IND,3/12/2019,L,48,98,35,80,43.8,13,28,46.4,15,18,83.3,8,40,48,22,19,4,5,23,-5
NOP vs. MIL,3/12/2019,L,48,113,46,107,43,10,47,21.3,11,16,68.8,13,37,50,27,15,3,4,23,-17
DEN vs. MIN,3/12/2019,W,48,133,51,85,60,18,30,60,13,15,86.7,7,29,36,40,14,6,6,16,26
LAC vs. POR,3/12/2019,L,48,104,38,95,40,9,15,60,19,27,70.4,25,26,51,21,12,7,3,21,-21
MIL @ NOP,3/12/2019,W,48,130,48,97,49.5,10,36,27.8,24,28,85.7,5,47,52,27,13,5,4,20,17
LAL @ CHI,3/12/2019,W,48,123,47,86,54.7,13,33,39.4,16,20,80,5,36,41,23,14,11,5,14,16
POR @ LAC,3/12/2019,W,48,125,47,96,49,12,31,38.7,19,26,73.1,18,32,50,27,12,8,3,20,21
CHI vs. LAL,3/12/2019,L,48,107,42,91,46.2,11,27,40.7,12,12,100,11,33,44,23,16,6,0,22,-16
IND vs. NYK,3/12/2019,W,48,103,37,85,43.5,8,28,28.6,21,29,72.4,8,34,42,26,10,11,3,22,5
DAL vs. SAS,3/12/2019,L,48,105,38,82,46.3,14,39,35.9,15,26,57.7,9,29,38,22,14,1,2,16,-7
MIN @ DEN,3/12/2019,L,48,107,41,89,46.1,11,30,36.7,14,14,100,12,23,35,24,15,10,6,20,-26
UTA @ PHX,3/13/2019,W,48,114,42,90,46.7,12,33,36.4,18,25,72,12,40,52,30,12,8,4,22,17
WAS vs. ORL,3/13/2019,W,48,100,42,90,46.7,8,27,29.6,8,12,66.7,10,36,46,20,9,5,2,13,10
PHX vs. UTA,3/13/2019,L,48,97,36,82,43.9,7,19,36.8,18,23,78.3,5,30,35,21,12,8,3,20,-17
BKN @ OKC,3/13/2019,L,48,96,35,84,41.7,13,35,37.1,13,19,68.4,7,36,43,19,17,7,5,18,-12
HOU vs. GSW,3/13/2019,L,48,104,37,78,47.4,11,41,26.8,19,23,82.6,5,26,31,18,11,7,3,16,-2
MIA vs. DET,3/13/2019,W,48,108,39,84,46.4,11,28,39.3,19,24,79.2,13,38,51,22,11,10,5,18,34
OKC vs. BKN,3/13/2019,W,48,108,41,96,42.7,11,28,39.3,15,19,78.9,16,35,51,21,12,9,6,20,12
GSW @ HOU,3/13/2019,W,48,106,42,85,49.4,12,32,37.5,10,10,100,12,32,44,28,15,7,2,20,2
DET @ MIA,3/13/2019,L,48,74,27,77,35.1,8,37,21.6,12,18,66.7,10,27,37,20,18,7,7,23,-34
ORL @ WAS,3/13/2019,L,48,90,35,90,38.9,12,33,36.4,8,9,88.9,12,36,48,26,11,3,3,15,-10
ATL vs. MEM,3/13/2019,W,48,132,52,103,50.5,17,45,37.8,11,14,78.6,15,36,51,35,12,9,9,26,21
MEM @ ATL,3/13/2019,L,48,111,38,89,42.7,14,40,35,21,26,80.8,9,26,35,28,14,8,6,17,-21
ORL vs. CLE,3/14/2019,W,48,120,45,93,48.4,14,31,45.2,16,21,76.2,12,38,50,31,9,11,3,14,29
OKC @ IND,3/14/2019,L,48,106,38,86,44.2,14,30,46.7,16,20,80,8,36,44,24,18,11,5,28,-2
TOR vs. LAL,3/14/2019,W,48,111,36,91,39.6,16,41,39,23,29,79.3,13,39,52,21,17,15,6,20,13
SAC @ BOS,3/14/2019,L,48,120,48,95,50.5,11,34,32.4,13,23,56.5,8,39,47,31,10,9,2,24,-6
DAL @ DEN,3/14/2019,L,48,99,37,87,42.5,12,37,32.4,13,17,76.5,9,31,40,22,9,8,1,17,-1
MIN @ UTA,3/14/2019,L,48,100,42,91,46.2,5,24,20.8,11,15,73.3,8,30,38,27,11,6,2,23,-20
CLE @ ORL,3/14/2019,L,48,91,35,86,40.7,7,31,22.6,14,15,93.3,8,35,43,13,16,4,4,18,-29
IND vs. OKC,3/14/2019,W,48,108,37,82,45.1,7,22,31.8,27,32,84.4,6,33,39,24,16,11,3,17,2
BOS vs. SAC,3/14/2019,W,48,126,49,97,50.5,9,28,32.1,19,26,73.1,10,42,52,32,13,7,2,20,6
DEN vs. DAL,3/14/2019,W,48,100,39,81,48.1,8,29,27.6,14,17,82.4,8,36,44,27,11,6,7,16,1
LAL @ TOR,3/14/2019,L,48,98,38,85,44.7,7,31,22.6,15,24,62.5,6,40,46,24,21,11,3,21,-13
UTA vs. MIN,3/14/2019,W,48,120,44,89,49.4,13,38,34.2,19,27,70.4,13,36,49,30,12,7,8,20,20
CHA @ WAS,3/15/2019,W,48,116,46,101,45.5,14,31,45.2,10,12,83.3,15,31,46,18,12,11,7,17,6
MIL @ MIA,3/15/2019,W,48,113,42,88,47.7,12,33,36.4,17,24,70.8,8,44,52,29,15,8,9,21,15
NOP vs. POR,3/15/2019,L,48,110,45,94,47.9,8,30,26.7,12,25,48,14,31,45,31,11,7,6,23,-12
HOU vs. PHX,3/15/2019,W,48,108,36,83,43.4,11,40,27.5,25,33,75.8,7,35,42,18,14,13,6,20,6
LAL @ DET,3/15/2019,L,48,97,36,86,41.9,6,25,24,19,26,73.1,11,36,47,24,14,9,4,26,-14
PHX @ HOU,3/15/2019,L,48,102,38,89,42.7,7,26,26.9,19,25,76,15,34,49,22,21,9,4,21,-6
CHI @ LAC,3/15/2019,L,48,121,42,80,52.5,11,21,52.4,26,33,78.8,8,36,44,24,17,3,6,26,-7
MIA vs. MIL,3/15/2019,L,48,98,38,93,40.9,8,22,36.4,14,25,56,10,35,45,21,12,7,5,18,-15
NYK @ SAS,3/15/2019,L,48,83,35,86,40.7,8,20,40,5,9,55.6,9,32,41,21,16,6,4,13,-26
PHI vs. SAC,3/15/2019,W,48,123,46,91,50.5,7,24,29.2,24,27,88.9,10,39,49,28,11,7,6,18,9
SAS vs. NYK,3/15/2019,W,48,109,47,88,53.4,7,21,33.3,8,10,80,6,39,45,31,10,8,6,13,26
SAC @ PHI,3/15/2019,L,48,114,43,94,45.7,9,27,33.3,19,24,79.2,10,30,40,23,9,4,2,22,-9
LAC vs. CHI,3/15/2019,W,48,128,44,99,44.4,10,20,50,30,35,85.7,15,28,43,28,8,9,5,30,7
DET vs. LAL,3/15/2019,W,48,111,37,86,43,17,39,43.6,20,32,62.5,16,34,50,26,15,5,4,19,14
POR @ NOP,3/15/2019,W,48,122,43,96,44.8,10,27,37,26,32,81.3,17,37,54,26,15,7,8,18,12
WAS vs. CHA,3/15/2019,L,48,110,41,84,48.8,13,34,38.2,15,19,78.9,8,37,45,25,17,8,5,14,-6
DEN vs. IND,3/16/2019,W,48,102,39,82,47.6,11,38,28.9,13,20,65,9,30,39,27,11,6,5,22,2
BOS vs. ATL,3/16/2019,W,48,129,44,93,47.3,13,36,36.1,28,37,75.7,11,35,46,30,14,10,7,21,9
DAL vs. CLE,3/16/2019,W,48,121,46,89,51.7,16,34,47.1,13,16,81.3,9,31,40,32,5,3,5,22,5
CLE @ DAL,3/16/2019,L,48,116,40,86,46.5,15,38,39.5,21,22,95.5,6,27,33,20,6,1,0,20,-5
POR @ SAS,3/16/2019,L,48,103,42,101,41.6,7,28,25,12,14,85.7,14,37,51,23,9,4,2,22,-5
ATL @ BOS,3/16/2019,L,48,120,43,100,43,15,40,37.5,19,24,79.2,19,31,50,27,17,11,5,25,-9
MEM @ WAS,3/16/2019,L,48,128,48,90,53.3,12,33,36.4,20,26,76.9,7,33,40,35,10,5,3,27,-7
IND @ DEN,3/16/2019,L,48,100,34,75,45.3,6,24,25,26,37,70.3,8,33,41,20,11,6,2,19,-2
OKC vs. GSW,3/16/2019,L,48,88,31,96,32.3,13,41,31.7,13,23,56.5,17,35,52,18,16,4,5,18,-22
PHX @ NOP,3/16/2019,W,53,138,51,100,51,9,29,31,27,36,75,11,37,48,31,22,10,7,33,2
NOP vs. PHX,3/16/2019,L,53,136,47,102,46.1,15,30,50,27,41,65.9,18,39,57,34,23,11,4,30,-2
UTA vs. BKN,3/16/2019,W,48,114,39,91,42.9,13,36,36.1,23,31,74.2,15,50,65,24,15,3,7,21,16
SAS vs. POR,3/16/2019,W,48,108,37,79,46.8,8,17,47.1,26,30,86.7,4,40,44,17,10,4,10,14,5
WAS vs. MEM,3/16/2019,W,48,135,41,81,50.6,17,35,48.6,36,43,83.7,9,36,45,26,13,6,7,21,7
BKN @ UTA,3/16/2019,L,48,98,33,95,34.7,12,36,33.3,20,22,90.9,8,36,44,20,7,9,5,24,-16
GSW @ OKC,3/16/2019,W,48,110,39,83,47,15,35,42.9,17,22,77.3,8,45,53,25,17,10,6,22,22
SAC vs. CHI,3/17/2019,W,48,129,54,103,52.4,8,23,34.8,13,16,81.3,15,33,48,28,12,12,7,21,27
TOR @ DET,3/17/2019,L,48,107,39,82,47.6,18,36,50,11,14,78.6,7,31,38,25,12,2,2,22,-3
CHA @ MIA,3/17/2019,L,48,75,26,83,31.3,7,36,19.4,16,18,88.9,11,33,44,11,13,6,5,19,-18
MIN @ HOU,3/17/2019,L,48,102,38,92,41.3,10,32,31.3,16,23,69.6,15,37,52,22,14,5,4,13,-15
ORL vs. ATL,3/17/2019,W,48,101,33,85,38.8,9,37,24.3,26,33,78.8,10,45,55,21,15,12,3,15,10
MIL vs. PHI,3/17/2019,L,48,125,43,95,45.3,16,50,32,23,28,82.1,10,35,45,25,10,9,6,22,-5
DET vs. TOR,3/17/2019,W,48,110,39,83,47,8,27,29.6,24,27,88.9,11,33,44,23,10,8,3,18,3
HOU vs. MIN,3/17/2019,W,48,117,43,94,45.7,21,50,42,10,14,71.4,10,34,44,29,10,9,3,25,15
LAL @ NYK,3/17/2019,L,48,123,47,97,48.5,7,27,25.9,22,28,78.6,15,20,35,26,10,12,5,21,-1
CHI @ SAC,3/17/2019,L,48,102,39,88,44.3,10,26,38.5,14,21,66.7,10,29,39,20,20,6,6,16,-27
ATL @ ORL,3/17/2019,L,48,91,38,91,41.8,8,35,22.9,7,10,70,8,42,50,20,18,8,3,29,-10
MIA vs. CHA,3/17/2019,W,48,93,34,86,39.5,13,33,39.4,12,19,63.2,15,40,55,25,12,6,7,21,18
LAC vs. BKN,3/17/2019,W,48,119,42,97,43.3,12,31,38.7,23,28,82.1,16,38,54,26,14,8,6,25,3
NYK vs. LAL,3/17/2019,W,48,124,44,76,57.9,12,26,46.2,24,29,82.8,10,35,45,24,24,4,5,26,1
BKN @ LAC,3/17/2019,L,48,116,42,100,42,14,38,36.8,18,25,72,15,36,51,26,14,6,7,28,-3
PHI @ MIL,3/17/2019,W,48,130,47,100,47,15,32,46.9,21,30,70,15,39,54,26,13,8,2,23,5
MIA @ OKC,3/18/2019,W,48,116,46,97,47.4,9,29,31,15,16,93.8,9,35,44,30,9,13,4,23,9
CHI @ PHX,3/18/2019,W,48,116,46,89,51.7,4,16,25,20,24,83.3,11,38,49,21,13,9,4,22,15
BOS vs. DEN,3/18/2019,L,48,105,39,93,41.9,12,39,30.8,15,19,78.9,12,25,37,24,13,12,5,16,-9
POR vs. IND,3/18/2019,W,48,106,37,79,46.8,13,32,40.6,19,21,90.5,8,30,38,24,18,8,9,23,8
CLE vs. DET,3/18/2019,W,48,126,46,79,58.2,11,22,50,23,27,85.2,5,31,36,22,8,6,3,16,7
WAS vs. UTA,3/18/2019,L,48,95,34,81,42,8,27,29.6,19,22,86.4,5,29,34,20,16,9,2,16,-21
DET @ CLE,3/18/2019,L,48,119,42,94,44.7,18,44,40.9,17,21,81,19,28,47,24,12,6,4,21,-7
NYK @ TOR,3/18/2019,L,48,92,28,85,32.9,8,35,22.9,28,32,87.5,7,29,36,16,14,8,4,18,-36
UTA @ WAS,3/18/2019,W,48,116,49,91,53.8,14,37,37.8,4,6,66.7,7,34,41,35,17,10,8,21,21
NOP @ DAL,3/18/2019,W,53,129,49,104,47.1,12,39,30.8,19,22,86.4,14,41,55,34,17,7,6,28,4
GSW @ SAS,3/18/2019,L,48,105,41,88,46.6,13,39,33.3,10,12,83.3,7,36,43,27,13,7,6,20,-6
DAL vs. NOP,3/18/2019,L,53,125,46,105,43.8,9,35,25.7,24,29,82.8,14,36,50,27,16,9,6,26,-4
OKC vs. MIA,3/18/2019,L,48,107,38,87,43.7,10,37,27,21,27,77.8,13,36,49,21,19,4,8,17,-9
TOR vs. NYK,3/18/2019,W,48,128,49,88,55.7,17,40,42.5,13,22,59.1,5,45,50,36,15,5,6,22,36
PHX vs. CHI,3/18/2019,L,48,101,39,84,46.4,7,26,26.9,16,26,61.5,9,29,38,24,12,5,5,22,-15
DEN @ BOS,3/18/2019,W,48,114,46,94,48.9,14,39,35.9,8,10,80,11,40,51,29,19,6,5,19,9
IND @ POR,3/18/2019,L,48,98,35,83,42.2,10,24,41.7,18,22,81.8,12,27,39,25,14,12,3,21,-8
SAS vs. GSW,3/18/2019,W,48,111,41,88,46.6,10,26,38.5,19,22,86.4,10,36,46,20,10,7,5,12,6
GSW @ MIN,3/19/2019,W,48,117,44,91,48.4,19,42,45.2,10,14,71.4,8,38,46,39,13,6,7,25,10
LAC vs. IND,3/19/2019,W,48,115,43,89,48.3,10,34,29.4,19,27,70.4,10,29,39,28,13,14,2,20,6
MIL vs. LAL,3/19/2019,W,48,115,41,89,46.1,15,47,31.9,18,27,66.7,12,42,54,25,18,9,4,19,14
BKN @ SAC,3/19/2019,W,48,123,47,94,50,12,35,34.3,17,23,73.9,11,30,41,28,18,16,4,19,2
CHA vs. PHI,3/19/2019,L,48,114,36,83,43.4,9,35,25.7,33,44,75,10,36,46,16,9,3,2,22,-4
ATL vs. HOU,3/19/2019,L,48,105,39,84,46.4,15,40,37.5,12,15,80,8,37,45,30,19,6,1,23,-16
IND @ LAC,3/19/2019,L,48,109,45,87,51.7,7,21,33.3,12,17,70.6,11,35,46,30,20,8,6,20,-6
LAL @ MIL,3/19/2019,L,48,101,33,86,38.4,16,43,37.2,19,23,82.6,8,34,42,20,19,9,5,18,-14
HOU @ ATL,3/19/2019,W,48,121,40,78,51.3,19,47,40.4,22,30,73.3,6,31,37,28,14,13,2,17,16
SAC vs. BKN,3/19/2019,L,48,121,49,95,51.6,9,25,36,14,20,70,14,32,46,25,21,13,1,19,-2
PHI @ CHA,3/19/2019,W,48,118,43,86,50,11,32,34.4,21,28,75,6,38,44,29,7,5,4,27,4
MIN vs. GSW,3/19/2019,L,48,107,36,89,40.4,9,36,25,26,32,81.3,13,39,52,25,13,7,0,14,-10
PHI vs. BOS,3/20/2019,W,48,118,34,90,37.8,11,33,33.3,39,43,90.7,17,37,54,23,9,5,5,17,3
WAS @ CHI,3/20/2019,L,53,120,44,93,47.3,14,42,33.3,18,23,78.3,12,38,50,25,16,10,9,21,-6
DAL @ POR,3/20/2019,L,48,118,43,87,49.4,10,30,33.3,22,25,88,6,29,35,20,14,8,6,22,-8
